번호,발생시각,규모,깊이,최대진도,위도,경도,위치
430,2016-09-13 13:09,2.3,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
429,2016-09-13 12:33,2,18,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
428,2016-09-13 12:27,2.2,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
427,2016-09-13 10:58,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
426,2016-09-13 10:44,2.2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
425,2016-09-13 10:05,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
424,2016-09-13 10:01,2.3,18,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
423,2016-09-13 9:23,2.3,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
422,2016-09-13 8:47,2.3,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
421,2016-09-13 8:24,3.2,14,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
420,2016-09-13 7:47,2.4,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
419,2016-09-13 7:03,2.1,18,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
418,2016-09-13 6:48,2,16,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
417,2016-09-13 6:15,2.3,19,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
416,2016-09-13 5:15,2,16,,35.77 N,129.18 E,경북 경주시 남남서쪽 9km 지역
415,2016-09-13 4:56,2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
414,2016-09-13 4:41,2.1,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
413,2016-09-13 4:13,2.1,16,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
412,2016-09-13 3:11,2.1,17,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
411,2016-09-13 2:09,2,17,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
410,2016-09-13 2:03,2.2,14,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
409,2016-09-13 2:03,2.1,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
408,2016-09-13 1:58,2.5,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
407,2016-09-13 1:37,2.2,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
406,2016-09-13 1:35,2.3,17,,35.75 N,129.17 E,경북 경주시 남남서쪽 11km 지역
405,2016-09-13 1:31,2,16,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
404,2016-09-13 1:23,2.2,17,,35.75 N,129.19 E,경북 경주시 남남서쪽 10km 지역
403,2016-09-13 1:03,2,17,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
402,2016-09-13 0:45,2.2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
401,2016-09-13 0:37,3.1,19,,35.78 N,129.21 E,경북 경주시 남쪽 6km 지역
400,2016-09-13 0:32,2.1,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
399,2016-09-13 0:21,2.5,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
398,2016-09-13 0:15,2,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
397,2016-09-13 0:10,2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
396,2016-09-13 0:07,2.2,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
395,2016-09-12 23:53,2.2,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
394,2016-09-12 23:52,3.1,18,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
393,2016-09-12 23:18,3,17,,35.76 N,129.17 E,경북 경주시 남남서쪽 8km 지역
392,2016-09-12 22:47,2.1,13,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
391,2016-09-12 22:23,2.4,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
390,2016-09-12 22:22,2.2,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
389,2016-09-12 22:18,2,17,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
388,2016-09-12 22:17,2.5,15,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
387,2016-09-12 22:13,2.4,17,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
386,2016-09-12 22:08,2,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
385,2016-09-12 22:06,2.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
384,2016-09-12 21:54,2.1,12,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
383,2016-09-12 21:54,2.2,16,,35.76 N,129.16 E,경북 경주시 남남서쪽 10km 지역
382,2016-09-12 21:38,2.6,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
381,2016-09-12 21:33,2.3,17,,35.76 N,129.02 E,경북 경주시 서남서쪽 20km 지역
380,2016-09-12 21:20,2.8,19,,35.78 N,129.18 E,경북 경주시 남남서쪽 7km 지역
379,2016-09-12 21:16,2.1,13,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
378,2016-09-12 21:09,2.2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
377,2016-09-12 21:07,2,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
376,2016-09-12 21:00,2.5,18,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
375,2016-09-12 20:58,2.1,16,,35.77 N,129.17 E,경북 경주시 남남서쪽 9km 지역
374,2016-09-12 20:55,2,11,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
373,2016-09-12 20:51,2.6,16,,35.75 N,129.16 E,경북 경주시 남남서쪽 11km 지역
372,2016-09-12 20:47,2.9,16,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
371,2016-09-12 20:47,2.2,14,,35.81 N,129.23 E,경북 경주시 남남동쪽 3km 지역
370,2016-09-12 20:46,2.4,16,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
369,2016-09-12 20:45,2.7,14,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
368,2016-09-12 20:45,2.3,15,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
367,2016-09-12 20:44,2.5,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
366,2016-09-12 20:43,2.4,13,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
365,2016-09-12 20:42,2.5,13,,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역
364,2016-09-12 20:40,3,17,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
363,2016-09-12 20:39,3,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
362,2016-09-12 20:38,3,15,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
361,2016-09-12 20:36,3.4,13,,35.75 N,129.18 E,경북 경주시 남남서쪽 10km 지역
360,2016-09-12 20:34,3.6,12,,35.78 N,129.19 E,경북 경주시 남남서쪽 7km 지역
359,2016-09-12 20:32,5.8,15,,35.76 N,129.19 E,경북 경주시 남남서쪽 8.7km 지역
358,2016-09-12 20:26,2.5,17,,35.77 N,129.20 E,경북 경주시 남쪽 8km 지역
357,2016-09-12 20:17,2.3,18,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
356,2016-09-12 20:10,3.1,18,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
355,2016-09-12 20:09,2.7,13,,35.76 N,129.17 E,경북 경주시 남남서쪽 10km 지역
354,2016-09-12 20:08,2.7,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
353,2016-09-12 20:07,2.6,21,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
352,2016-09-12 20:04,2.5,20,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
351,2016-09-12 20:00,2.4,19,,35.78 N,129.16 E,경북 경주시 남서쪽 8km 지역
350,2016-09-12 19:55,2.4,18,,35.76 N,129.18 E,경북 경주시 남남서쪽 9km 지역
349,2016-09-12 19:53,2.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
348,2016-09-12 19:50,2.2,13,,35.77 N,129.18 E,경북 경주시 남남서쪽 8km 지역
347,2016-09-12 19:48,3.1,16,,35.77 N,129.19 E,경북 경주시 남남서쪽 8km 지역
346,2016-09-12 19:46,2.2,14,,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역
345,2016-09-12 19:45,2.4,12,,35.78 N,129.20 E,경북 경주시 남남서쪽 7km 지역
344,2016-09-12 19:44,5.1,15,,35.77 N,129.19 E,경북 경주시 남남서쪽 8.2km 지역
343,2016-08-30 0:39,2.6,18,,35.55 N,128.03 E,경남 합천군 서쪽 13km 지역
342,2016-08-28 23:27,2.1,7,,35.65 N,127.48 E,전북 장수군 서쪽 4km 지역
341,2016-08-28 21:27,2.4,14,,38.65 N,127.16 E,북한 강원도 평강 북북서쪽 29km 지역
340,2016-08-20 18:54,2.9,18,,33.48 N,127.31 E,제주 서귀포시 성산 동북동쪽 41km 해역
339,2016-08-20 12:18,3,7,,38.38 N,128.09 E,북한 강원도 양구군 북북동쪽 32km 지역
338,2016-08-18 22:21,2.6,5,,38.84 N,125.70 E,북한 황해북도 송림시 북북동쪽 13km 지역
337,2016-08-18 17:08,2.1,0,,37.18 N,125.46 E,인천 옹진군 연평도 남남서쪽 58km 해역
336,2016-08-17 11:17,2.9,0,,38.35 N,128.09 E,북한 강원도 양구군 북북동쪽 28km 지역
335,2016-08-16 11:57,2.4,14,,36.75 N,128.84 E,경북 안동시 북북동쪽 22km 지역
334,2016-07-30 1:51,2.3,13,,33.06 N,126.33 E,제주 서귀포시 남서쪽 27km 해역
333,2016-07-14 22:31,2.8,12,,35.12 N,130.24 E,울산 동구 동남동쪽 86km 해역
332,2016-07-13 14:13,2,9,,36.80 N,128.53 E,경북 영주시 서쪽 9km 지역
331,2016-07-09 13:16,2.6,0,,38.69 N,125.83 E,북한 황해북도 송림시 동남동쪽 18km 지역
330,2016-07-09 4:47,2.3,18,,35.48 N,129.97 E,울산 동구 동쪽 50km 해역
329,2016-07-05 21:24,2.6,24,,35.51 N,129.87 E,울산 동구 동쪽 41km 해역
328,2016-07-05 20:33,5,19,,35.51 N,129.99 E,울산 동구 동쪽 52km 해역
327,2016-06-25 3:24,2.6,1,,38.74 N,125.86 E,북한 황해북도 송림시 20km 지역
326,2016-06-21 3:23,3.1,0,,39.49 N,126.19 E,북한 평안남도 성천군 북쪽 28km 지역
325,2016-06-15 2:07,2.6,20,,35.87 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
324,2016-06-13 12:33,2.7,8,,34.30 N,124.68 E,전남 신안군 흑산면 서남서쪽 82km 해역
323,2016-06-07 16:06,2.3,12,,33.05 N,126.17 E,제주 제주시 고산 남쪽 27km 해역
322,2016-06-05 10:11,2.2,17,,36.00 N,129.58 E,경북 포항시 남구 동쪽 20km 해역
321,2016-06-03 4:53,3,10,,36.39 N,127.92 E,경북 상주시 서쪽 22km 지역
320,2016-05-24 4:52,2.3,16,,33.61 N,125.56 E,제주 제주시 고산 서북서쪽 66km 해역
319,2016-05-22 1:22,3.5,21,,40.68 N,127.15 E,북한 함경남도 장진군 북북서쪽 34km 지역
318,2016-05-03 3:29,2.4,2,,37.11 N,129.02 E,강원 태백시 남남동쪽 7km 지역
317,2016-04-30 22:46,2.6,19,,37.75 N,125.40 E,북한 황해남도 옹진군 남쪽 20km 지역
316,2016-04-28 10:16,2.4,10,,35.42 N,128.56 E,경남 창녕군 남남동쪽 15km 지역
315,2016-04-27 19:27,2.3,15,,35.57 N,128.34 E,경남 합천군 동쪽 16km 지역
314,2016-04-25 11:42,2.3,22,,33.51 N,125.91 E,제주 제주시 고산 북서쪽 34km 해역
313,2016-04-21 15:55,2.7,10,,33.53 N,125.89 E,제주 제주시 고산 북서쪽 36km 해역
312,2016-04-21 15:53,2.7,18,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
311,2016-04-13 5:28,2.1,17,,35.92 N,127.93 E,경북 김천시 남남서쪽 28km 지역
310,2016-03-28 14:34,2.9,13,,35.22 N,127.96 E,경남 진주시 서북서쪽 12km 지역
309,2016-03-27 18:28,3.1,7,,39.38 N,126.06 E,북한 평안남도 성천시 북서쪽 20km 지역
308,2016-03-27 14:52,2.3,12,,35.33 N,130.04 E,울산 동구 동남동쪽 59km 해역
307,2016-03-15 3:38,2.5,13,,37.60 N,129.82 E,강원 삼척시 동북동쪽 60km 해역
306,2016-03-15 3:00,2.7,16,,36.31 N,128.21 E,경북 상주시 남남동쪽 12km 지역
305,2016-03-14 5:17,3.1,8,,38.71 N,125.87 E,북한 황해북도 송림시 동쪽 21km 지역
304,2016-03-05 11:11,3.3,0,,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역
303,2016-03-02 14:04,2.7,3,,36.35 N,127.20 E,충남 공주시 남동쪽 13km 지역
302,2016-02-28 16:52,2.5,6,,38.73 N,125.85 E,북한 황해북도 송림시 동쪽 19km 지역
301,2016-02-26 18:46,2.2,14,,33.23 N,127.19 E,제주 서귀포시 성산 동남동쪽 34km 해역
300,2016-02-24 23:22,2.9,20,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역
299,2016-02-11 5:57,3.1,17,,36.21 N,127.48 E,충남 금산군 북쪽 12km 지역
298,2016-01-31 3:03,2,28,,36.95 N,129.92 E,경북 울진군 동쪽 46 km 해역
297,2016-01-25 18:40,2.3,20,,36.22 N,128.69 E,경북 의성군 남쪽 14km 지역
296,2016-01-23 7:14,2.4,7,,38.42 N,126.25 E,북한 황해북도 평산군 북서쪽 16km 지역
295,2016-01-06 20:39,3,7,,36.01 N,128.07 E,경북 김천시 남쪽 14km 지역
294,2015-12-22 4:31,3.9,11,,36.02 N,126.95 E,전북 익산시 북쪽 8km 지역
293,2015-12-11 1:25,2.1,14,,36.90 N,126.58 E,충남 당진시 서북서쪽 5km 지역
292,2015-11-24 14:10,2.4,14,,35.69 N,129.75 E,울산 동구 북동쪽 36km 해역
291,2015-11-24 11:27,3.2,13,,35.67 N,129.82 E,울산 동구 동북동쪽 41km 해역
290,2015-11-13 20:04,2.6,18,,35.80 N,129.42 E,경북 경주시 동남동쪽 19km 지역
289,2015-10-30 15:17,2.9,17,,35.74 N,129.37 E,경북 경주시 남동쪽 18km 지역
288,2015-10-26 23:29,2.1,24,,34.09 N,126.85 E,전남 완도군 남남동쪽 26km 해역
287,2015-10-11 0:55,2.1,19,,33.30 N,127.02 E,제주 서귀포시 성산 남동쪽 16km 해역
286,2015-10-01 14:06,2.1,18,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
285,2015-10-01 9:21,2.5,17,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역
284,2015-09-18 10:12,2.1,15,,34.70 N,128.75 E,경남 통영시 매물도 동북동쪽 17km 해역
283,2015-09-03 4:53,2.7,19,,33.27 N,127.04 E,제주 서귀포시 성산 남동쪽 20km 해역
282,2015-09-01 13:47,2.5,6,,39.09 N,126.53 E,북한 평안남도 양덕 남서쪽 16km 지역
281,2015-08-23 9:19,2.5,15,,36.38 N,129.77 E,경북 영덕군 동쪽 36km 해역
280,2015-08-17 16:56,2.5,8,,37.20 N,125.38 E,인천 옹진군 연평도 남남서쪽 59km 해역
279,2015-08-12 17:09,2.2,17,,37.17 N,127.50 E,경기 이천시 남남동쪽 13km 지역
278,2015-08-03 10:11,3.7,20,,33.26 N,127.06 E,제주 서귀포시 성산 남동쪽 22km 해역
277,2015-08-02 3:22,2.1,6,,37.19 N,128.44 E,강원 영월군 서북서쪽 2km 지역
276,2015-08-01 23:58,2.2,22,,35.32 N,127.45 E,전남 구례군 북쪽 13km 지역
275,2015-07-30 9:39,2.2,14,,35.15 N,127.98 E,경남 사천시 북서쪽 12km 지역
274,2015-07-23 4:02,2.6,9,,33.22 N,127.05 E,제주 서귀포시 성산 남동쪽 24km 해역
273,2015-07-20 1:33,2.2,20,,33.26 N,127.21 E,제주 서귀포시 성산 동남동쪽 34km 해역
272,2015-07-18 21:15,2.3,7,,36.07 N,128.08 E,경북 김천시 남남서쪽 7km 지역
271,2015-07-14 14:34,2.8,6,,33.24 N,127.01 E,제주 서귀포시 성산 남동쪽 20km 해역
270,2015-07-08 11:01,2,16,,37.63 N,125.86 E,인천 옹진군 연평도 동남동쪽 14km 해역
269,2015-07-04 8:49,2.1,15,,36.32 N,128.18 E,경북 상주시 남쪽 10km 지역
268,2015-06-22 12:44,2.4,7,,36.35 N,127.24 E,충남 공주시 남동쪽 15km 지역
267,2015-06-22 12:02,2.6,7,,35.85 N,125.00 E,충남 태안군 서격렬비도 남남서쪽 96km 해역
266,2015-06-17 0:55,2.3,5,,38.41 N,125.57 E,북한 황해남도 안악 남남동쪽 13km 지역
265,2015-06-07 20:54,2.1,13,,33.79 N,126.16 E,제주 제주시 북서쪽 48km 해역
264,2015-06-02 1:01,2,17,,36.76 N,129.98 E,경북 울진군 동남동쪽 57km 해역
263,2015-04-24 10:14,2.3,20,,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역
262,2015-04-21 2:05,2.1,12,,35.88 N,129.75 E,경북 포항시 남구 동남동쪽 38km 해역
261,2015-04-15 4:10,2.9,15,,35.14 N,129.93 E,울산 동구 남동쪽 61km 해역
260,2015-04-13 18:02,3.3,10,,37.18 N,125.47 E,인천 옹진군 연평도 남남서쪽 58km 해역
259,2015-03-19 16:20,2.7,21,,36.43 N,127.65 E,충북 옥천군 북북동쪽 16km 지역
258,2015-03-19 12:54,2.2,10,,34.16 N,128.37 E,경남 통영시 욕지도 남남동쪽 54km 해역
257,2015-03-10 13:10,2.7,5,,37.36 N,125.15 E,인천 옹진군 연평도 남서쪽 59km 해역
256,2015-02-23 4:54,2.7,23,,32.96 N,126.25 E,제주 제주시 고산 남남동쪽 38km 해역
255,2015-02-19 14:25,2.1,9,,36.09 N,125.05 E,충남 태안군 서격렬비도 남서쪽 71km 해역
254,2015-02-03 19:54,2.1,17,,33.61 N,127.57 E,전남 여수시 거문도 남남동쪽 52km 해역
253,2015-01-31 5:10,2.2,16,,36.60 N,129.45 E,경북 영덕군 북북동쪽 22km 해역
252,2015-01-08 20:15,3.5,16,,37.51 N,125.63 E,인천 옹진군 연평도 남남서쪽 18km 해역
251,2015-01-06 13:06,2.8,12,,38.43 N,126.28 E,북한 황해북도 평산 북서쪽 17km 지역
250,2014-12-30 15:36,2.6,,,35.21 N,124.79 E,전남 신안군 흑산면 북서쪽 88km 해역
249,2014-12-24 20:33,2.1,,,35.89 N,127.33 E,전북 완주군 동쪽 15km 지역
248,2014-12-15 9:08,2.1,,,39.09 N,126.52 E,북한 평안남도 양덕 남서쪽 16km 지역
247,2014-12-08 5:28,3.3,,,34.75 N,127.17 E,전남 보성군 동남동쪽 8km 지역
246,2014-11-15 3:31,2.5,,,38.77 N,126.36 E,북한 황해북도 신계 북북서쪽 34km 지역
245,2014-11-06 14:48,2.3,,,33.34 N,125.89 E,제주 제주시 고산 서북서쪽 26km 해역
244,2014-11-06 4:25,2.5,,,37.23 N,126.44 E,인천 옹진군 남남서쪽 30km 해역
243,2014-10-28 19:07,2.2,,,38.00 N,125.34 E,북한 황해남도 옹진 북북동쪽 8km 지역
242,2014-10-21 6:33,2.3,,,35.21 N,129.49 E,부산 기장군 동쪽 24km 해역
241,2014-10-20 21:15,2.2,,,33.68 N,125.88 E,제주 제주시 고산 북북서쪽 50km 해역
240,2014-10-19 19:57,2.6,,,36.44 N,128.19 E,경북 상주시 북동쪽 4km 지역
239,2014-10-11 22:11,2.3,,,37.73 N,129.43 E,강원 동해시 북동쪽 36km 해역
238,2014-10-07 1:57,2.9,,,33.30 N,125.96 E,제주 제주시 고산 서쪽 19km 해역
237,2014-10-01 16:34,2.2,,,36.67 N,125.45 E,충남 태안군 서격렬비도 북서쪽 11km 해역
236,2014-09-28 21:32,3.2,,,37.24 N,126.44 E,인천 옹진군 남서쪽 30km 지역
235,2014-09-25 2:26,3.8,,,35.07 N,129.94 E,울산 동구 남동쪽 67km 해역
234,2014-09-23 15:27,3.5,,,35.80 N,129.41 E,경북 경주시 동남동쪽 18km 지역
233,2014-09-09 0:24,2.2,,,35.68 N,129.38 E,경북 경주시 남동쪽 23km 지역
232,2014-08-21 22:30,2.7,,,33.87 N,127.83 E,전남 여수시 거문도 동남동쪽 51km 해역
231,2014-08-18 5:13,2.1,,,36.57 N,125.64 E,충남 태안군 서격렬비도 동남동쪽 10km 해역
230,2014-08-16 0:51,2.1,,,33.59 N,126.58 E,제주 제주시 북북동쪽 11km 해역
229,2014-08-10 18:07,2.4,,,38.15 N,126.63 E,북한 개성 북북동쪽 21km 지역
228,2014-08-05 6:16,2.5,,,40.11 N,127.20 E,북한 함경남도 신흥 서북서쪽 20km 지역
227,2014-08-02 1:32,2.2,,,37.40 N,127.20 E,경기 광주시 서남서쪽 5km 지역
226,2014-07-04 6:27,2.2,,,34.51 N,125.41 E,전남 신안군 흑산면 남남서쪽 17km 해역
225,2014-07-04 4:13,2.9,,,35.66 N,129.78 E,울산 동구 동북동쪽 37km 해역
224,2014-07-04 0:11,2.5,,,35.65 N,129.81 E,울산 동구 동북동쪽 39km 해역
223,2014-07-03 22:04,2.6,,,35.66 N,129.82 E,울산 동구 동북동쪽 40km 해역
222,2014-07-03 21:57,3.5,,,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역
221,2014-06-21 8:29,2.6,,,38.77 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역
220,2014-06-18 9:59,2.1,,,35.91 N,128.66 E,대구 동구 북쪽 4km 지역
219,2014-06-08 4:05,2.6,,,33.52 N,125.96 E,제주 제주시 고산 북서쪽 31km 해역
218,2014-06-05 13:29,2.3,,,35.97 N,128.62 E,대구 동구 북쪽 10km 지역
217,2014-05-15 8:46,3.4,,,33.00 N,126.21 E,제주 제주시 고산 남쪽 33km 해역
216,2014-04-26 14:08,2.7,,,36.46 N,127.93 E,경북 상주시 서북서쪽 21km 지역
215,2014-04-25 12:14,2.9,,,35.97 N,128.04 E,경북 김천시 남남서쪽 19km 지역
214,2014-04-13 14:02,2.9,,,36.93 N,124.52 E,충남 태안군 서격렬비도 서북서쪽 97km 해역
213,2014-04-12 1:44,2.6,,,33.52 N,126.90 E,제주 제주시 동쪽 34km 지역
212,2014-04-08 6:19,2.7,,,36.96 N,124.44 E,충남 태안군 서격렬비도 서북서쪽 105km 해역
211,2014-04-01 9:25,2.3,,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
210,2014-04-01 4:48,5.1,,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역
209,2014-03-28 10:40,3,,,36.47 N,127.93 E,경북 상주시 서북서쪽 22km 지역
208,2014-03-14 12:59,2.5,,,39.41 N,126.09 E,북한 평안남도 성천 북북서쪽 21km 지역
207,2014-03-11 11:39,2.7,,,35.86 N,128.47 E,대구 달성군 서북서쪽 9km 지역
206,2014-02-28 3:20,2.4,,,38.74 N,125.01 E,북한 남포 서쪽 22km 해역
205,2014-02-22 20:44,2.6,,,38.31 N,124.27 E,북한 황해남도 용연군 장산곶 서북서쪽 42km 해역
204,2014-02-21 21:17,2.7,,,35.05 N,127.75 E,전남 광양시 북북동쪽 13km 지역
203,2014-02-05 23:06,2.8,,,38.26 N,124.40 E,북한 황해남도 용연군 장산곶 서북서쪽 29km 해역
202,2014-01-29 6:08,2.2,,,36.23 N,128.80 E,경북 의성군 남동쪽 16km 지역
201,2013-12-19 12:38,2.9,,,38.11 N,127.11 E,경기 연천군 동북동쪽 3km 지역
200,2013-12-13 11:40,2.5,,,36.10 N,129.04 E,경북 영천시 북북동쪽 17km 지역
199,2013-12-08 16:38,2.8,,,33.44 N,125.09 E,제주 제주시 고산 서쪽 101km 해역
198,2013-12-04 6:28,2.4,,,38.71 N,125.69 E,북한 황해북도 송림 동남동쪽 6km 지역
197,2013-12-03 21:00,2.5,,,35.64 N,128.72 E,경북 청도군 서남서쪽 2km 지역
196,2013-12-02 20:02,2.8,,,38.56 N,126.10 E,북한 황해북도 사리원 동북동쪽 30km 지역
195,2013-11-26 2:26,2.1,,,37.12 N,128.11 E,충북 제천시 서남서쪽 10km 지역
194,2013-11-22 23:29,2.1,,,36.99 N,126.40 E,충남 서산시 북북서쪽 24km 지역
193,2013-11-20 21:07,2.1,,,38.47 N,126.17 E,북한 황해북도 평산 북서쪽 25km 지역
192,2013-11-16 22:32,2.1,,,38.51 N,125.66 E,북한 황해북도 사리원 서쪽 9km 지역
191,2013-11-10 16:28,2,,,37.66 N,124.67 E,인천 백령도 남쪽 33km 해역
190,2013-11-08 21:02,3,,,36.24 N,126.36 E,충남 보령시 서남서쪽 25km 해역
189,2013-11-08 19:14,2.6,,,36.23 N,126.36 E,충남 보령시 서남서쪽 25km 해역
188,2013-10-26 6:47,2.7,,,37.96 N,124.61 E,인천 백령도 서쪽 6km 해역
187,2013-10-19 0:16,2,,,35.96 N,128.06 E,경북 김천시 남쪽 20km 지역
186,2013-10-11 16:06,3.6,,,36.46 N,129.61 E,경북 영덕군 동북동쪽 22km 해역
185,2013-10-10 13:08,2.6,,,35.36 N,128.23 E,경남 의령군 북서쪽 5km 지역
184,2013-09-15 13:16,2.3,,,36.55 N,129.23 E,경북 영양군 남동쪽 16km 지역
183,2013-09-14 17:33,2.2,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
182,2013-09-11 13:00,4,,,33.56 N,125.39 E,전남 신안군 가거도 남남동쪽 60km 해역
181,2013-08-29 8:35,2.5,,,38.19 N,129.30 E,강원 강릉시 북동쪽 60km 해역
180,2013-08-13 0:36,3,,,36.91 N,129.44 E,경북 울진군 남남동쪽 10km 해역
179,2013-08-13 0:01,2.1,,,36.92 N,129.44 E,경북 울진군 남남동쪽 8km 해역
178,2013-08-12 4:39,2.3,,,35.66 N,129.77 E,울산 동구 동북동쪽 36km 해역
177,2013-08-12 4:33,3.1,,,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역
176,2013-08-11 4:19,2.3,,,38.48 N,126.13 E,북한 황해북도 평산 북서쪽 28km 지역
175,2013-08-10 12:43,2.6,,,35.90 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역
174,2013-08-07 21:08,2,,,36.19 N,126.08 E,충남 보령시 서남서쪽 51km 해역
173,2013-08-04 19:58,2.3,,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역
172,2013-08-01 17:22,3.1,,,36.19 N,126.17 E,충남 보령시 서남서쪽 43km 해역
171,2013-08-01 0:57,2.8,,,36.23 N,126.22 E,충남 보령시 서남서쪽 37km 해역
170,2013-07-31 22:30,3.2,,,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역
169,2013-07-31 20:27,2.2,,,36.20 N,126.17 E,충남 보령시 서남서쪽 43km 해역
168,2013-07-31 20:05,2.2,,,36.21 N,126.17 E,충남 보령시 서남서쪽 42km 해역
167,2013-07-30 14:57,2.7,,,36.21 N,126.14 E,충남 보령시 서남서쪽 45km 해역
166,2013-07-29 10:29,2.7,,,36.20 N,126.13 E,충남 보령시 서남서쪽 46km 해역
165,2013-07-28 9:10,2.8,,,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역
164,2013-07-26 11:23,2.2,,,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역
